N,P,K,temperature,humidity,ph,rainfall,label
82.78695941765028,59.54848332778455,45.43850490619938,25.3906926189395,84.90334980717306,5.858332623484921,243.94406444711885,rice
91.85313459671222,28.8921839039224,50.67169734835922,27.370027585526437,90.63083270551813,6.367917836380192,20.04572803008573,muskmelon
73.13811551388459,52.39333062791151,55.484388034851186,37.76736786367463,89.28523718896129,6.915464932323772,175.5886736754009,papaya
117.84052346048976,32.807542797173795,31.94578665145493,26.07309691562045,60.854541579225085,6.535609701504088,150.46495729968547,coffee
28.568269678168498,49.913496358768064,19.93213993001945,28.188497384948107,53.97128150046234,9.450037482296402,48.83230614448806,mothbeans
32.93584348721551,26.629532607182828,11.787956095565688,11.460722107657768,93.94287102815215,7.583805313546232,107.68665847263938,orange
62.70553968693875,63.14648133629036,84.10581760193824,19.21466292620363,17.89868522447459,6.51223759742605,75.7604597994663,chickpea
26.20218061816837,121.5238594512751,204.5005669807638,30.51557216326616,81.54055016032463,5.553540597215235,69.19926826577962,grapes
97.26802076491637,86.22378820682803,50.00212381616559,28.253536281571225,80.92027231800533,5.665404108890212,121.58781376285118,banana
62.52264798777289,45.54041207983432,46.12051486830571,21.382730152864955,82.51313820366572,7.413882561773292,298.6801152204256,rice
39.621799075377716,134.34529194725263,205.79927745323442,11.637598731904548,80.37203346662896,5.531045978831766,69.3278470470506,grapes
86.85893480400287,23.8474875288791,57.6926004456749,26.86889709299289,83.57793307306004,6.450659966651995,39.32738871986676,watermelon
34.73898624376166,54.55668531574204,19.066283770143155,26.900810872275848,83.1820782066305,6.612015728747724,54.80450897266823,mungbean
105.30537623710919,56.348962191575694,18.065036270332033,25.33412224771453,81.30871458187708,6.6027308590442875,74.50592323377174,cotton
63.23540095532253,36.513980286680834,44.83209002036917,23.48455288017942,81.47577501007056,5.331406559770389,223.70135638126288,rice
129.0047247641911,34.24172976803256,20.17539613810601,25.75087449766698,85.21432672582532,6.559771739815474,76.96508372099514,cotton
93.26098841125427,58.6011420346654,37.825878982521736,23.83516498507879,81.35017675830429,6.390441465991473,270.5978245833788,rice
88.76318583760398,55.77589432102715,43.380839114599006,21.57623824308455,80.61357280120771,7.080681453776731,230.24887965545616,rice
38.70983708958537,130.18603356135216,200.44072134922422,22.003429843490135,95.58217541100946,5.857033082040214,103.83265897339771,apple
32.667919044492315,82.15116442918865,76.39240490134242,18.77568785793712,18.09910520010908,8.134432040927276,88.6680170310176,chickpea
91.36541675571644,39.09130383414605,37.24144068116948,26.428771861517752,50.50855172323427,7.5408553640056715,136.61851645897295,coffee
35.54977572589364,136.79970306874273,197.28113485135268,31.7326581857771,81.87833685147208,5.615368611465443,71.87059508261908,grapes
45.354724187343535,77.33899332703488,20.640367071946393,19.390784567238313,20.725932518835116,5.6873436060140286,80.95258730148205,kidneybeans
86.64454580386146,20.269362540586172,54.79204364079684,26.740024978713272,87.2308362553513,6.482538204523251,58.181820735582015,watermelon
35.805311925995184,67.88938843724164,51.399362004937494,32.807207977390085,92.55108970359798,6.725865233006153,252.19222880785995,papaya
5.453934097225242,63.937947531735944,21.36778337576106,18.237148404793167,66.6484341292578,6.950288393962554,47.23773332529907,lentil
23.325825821032595,67.46991048613837,17.505532640912374,28.26787184771025,64.00276626554208,7.561987691609743,34.89124917628921,lentil
22.45866262270398,31.023581436739487,25.973120152887674,27.827291329004108,51.3555588296645,4.746048944455108,101.28958370453518,mango
38.542290560404254,125.14824061493331,195.33401300419266,37.38741924418073,80.56885088492963,6.224964791317748,65.24974269539517,grapes
7.779062827460612,57.84356336791143,25.799265588279006,26.092171015696938,40.202567755542944,5.612542291452955,59.24679642267541,mothbeans
34.81443400129805,64.35318454157394,45.47611962077493,23.517186196465378,94.787888217391,6.786079514649486,195.10165115994815,papaya
62.52298425460283,54.39038007745522,40.60122457017999,20.595017958624183,82.67169070954677,5.941546537684947,293.71000694620824,rice
18.06806988091998,59.71491327641024,84.20604492526205,18.695778133256127,13.897595399982302,7.761738984231781,103.39187751146042,chickpea
83.25934542971702,41.07496339926313,46.90218631983064,25.368971234824137,80.78063812356051,6.457809174801046,174.2422229509373,jute
3.042729248137824,22.24436752869328,40.28487801113979,24.886224041984867,95.00560971930716,6.274793044574287,103.73451436729944,pomegranate
34.24020737868735,61.52146071818375,27.5939766863062,23.260298044236016,22.770908180034862,5.914222353266321,122.25818964873037,kidneybeans
40.367005724330916,142.08621026387175,203.4942543058256,24.974221740413263,82.06130493738044,6.44865791996316,63.13778403560486,grapes
25.984867542427658,64.96824003307297,22.51773958030569,33.85041085310865,68.1136444509587,6.928579735433153,72.12448783627579,blackgram
15.02364485557665,15.549613992143463,35.38792917357491,30.994144190605883,45.69930211377056,4.749468420733134,92.80283480507649,mango
9.550843621811707,25.846232843774875,26.970035198044915,27.72091176669625,48.831608263821416,6.446525578219716,87.059210307593,mango
106.37680639985734,11.375279792935679,53.88757580911045,28.76977912518167,94.9971773602863,5.9739906492890755,21.697511407073804,muskmelon
123.48614785646525,40.52894612319664,22.579010055717422,22.34039552510366,84.22964636135096,6.695190275104473,69.64616684473488,cotton
